Name,RA,Dec,Con,OT,Mag,Diam,Other
NGC 2776,138.060450,44.954870,LYN,GX,12.20,2.138,SABc
NGC 2778,138.101550,35.027480,LYN,GX,13.35,1.288,E
NGC 2732,138.353100,79.187360,CAM,GX,12.85,1.820,S0
NGC 2841,140.511000,50.976620,UMA,GX,10.06,6.918,SBb
NGC 2852,140.810700,40.163840,LYN,GX,14.13,0.933,SABa
NGC 2859,141.077250,34.513430,LMI,GX,11.87,3.162,S0-a
NGC 2944,144.825300,32.310610,LEO,GX,15.12,0.912,SBc
NGC 3027,148.918950,72.203630,UMA,GX,12.20,3.311,Sc
NGC 3067,149.587950,32.369890,LEO,GX,12.73,2.042,SABa
NGC 3073,150.216900,55.618880,UMA,GX,14.11,1.202,E-S0
NGC 3079,150.491700,55.679960,UMA,GX,11.40,8.128,SBc
NGC 3102,151.132350,60.107940,UMA,GX,14.25,0.977,E-S0
NGC 3163,153.529500,38.652630,LMI,GX,14.36,1.122,E-S0
NGC 3168,154.095900,60.234950,UMA,GX,14.53,0.912,E
NGC 3179,154.488300,41.114280,UMA,GX,14.06,1.862,S0
NGC 3184,154.570650,41.424340,UMA,GX,10.41,7.413,SABc
NGC 3182,154.887600,58.205770,UMA,GX,13.06,1.905,S0-a
NGC 3198,154.978800,45.549720,UMA,GX,10.90,6.457,Sc
NGC 3310,159.691200,53.503340,UMA,GX,11.28,1.778,SABb
NGC 3334,160.380000,37.312860,LMI,GX,13.85,1.202,S0
NGC 3348,161.791650,72.839670,UMA,GX,11.94,2.138,E
NGC 3415,162.927450,43.712560,UMA,GX,13.42,1.349,S0-a
NGC 3430,163.047450,32.950420,LMI,GX,12.19,3.981,Sc
NGC 3468,164.379900,40.946140,UMA,GX,14.13,1.514,S0
NGC 3610,169.605300,58.786240,UMA,GX,11.63,2.399,E
NGC 3619,169.839900,57.757810,UMA,GX,12.53,3.890,S0-a
NGC 3652,170.662650,37.765100,UMA,GX,12.87,2.512,Sc
NGC 3675,171.534450,43.586540,UMA,GX,10.96,5.888,Sb
NGC 3718,173.145150,53.067900,UMA,GX,11.52,4.677,Sa
NGC 3780,174.843150,56.270720,UMA,GX,12.13,2.630,Sc
NGC 3838,176.057250,57.948150,UMA,GX,13.23,1.413,S0-a
NGC 3877,176.532450,47.494710,UMA,GX,11.80,5.370,Sc
NGC 3898,177.313500,56.084530,UMA,GX,11.26,3.467,Sab
NGC 3921,177.778650,55.078700,UMA,GX,13.17,1.995,S0-a
NGC 3928,177.948450,48.683140,UMA,GX,13.16,1.349,E
NGC 3938,178.205850,44.120770,UMA,GX,10.92,3.548,Sc
NGC 3941,178.230600,36.986350,UMA,GX,11.28,3.467,S0
NGC 3982,179.117250,55.125260,UMA,GX,11.77,2.138,SABb
NGC 3990,179.398200,55.458760,UMA,GX,13.46,1.380,E-S0
NGC 3998,179.484000,55.453560,UMA,GX,11.41,2.754,S0
NGC 4088,181.392600,50.539940,UMA,GX,11.26,7.079,SABc
NGC 4102,181.598100,52.710970,UMA,GX,12.09,2.951,SABb
NGC 4121,181.986000,65.113990,DRA,GX,13.90,0.513,E
NGC 4125,182.024850,65.174180,DRA,GX,10.64,5.888,E
NGC 4138,182.374050,43.685270,CVN,GX,12.29,2.951,S0-a
NGC 4143,182.400300,42.534180,CVN,GX,11.82,2.754,S0
NGC 4151,182.635950,39.405790,CVN,GX,11.36,2.884,Sab
NGC 4203,183.770850,33.197220,COM,GX,11.72,3.388,E-S0
NGC 4217,183.962250,47.091900,CVN,GX,12.05,5.370,Sb
NGC 4220,184.048800,47.883270,CVN,GX,12.23,3.311,S0-a
NGC 4244,184.372800,37.807790,CVN,GX,10.46,16.218,Sc
NGC 4284,185.052600,58.092930,UMA,GX,14.49,1.905,Sbc
NGC 4346,185.866500,46.993810,CVN,GX,12.14,3.162,S0
NGC 4605,189.997200,61.609160,UMA,GX,10.81,5.888,SBc
NGC 4646,190.717200,54.856030,UMA,GX,14.32,0.631,E
NGC 4750,192.530100,72.874470,DRA,GX,11.92,2.399,Sab
NGC 4967,196.401750,53.564270,UMA,GX,14.94,1.148,E
NGC 4974,196.482900,53.659270,UMA,GX,14.31,1.585,E
NGC 5198,202.547550,46.670810,CVN,GX,12.71,2.042,E
NGC 5216,203.028750,62.700720,UMA,GX,13.71,1.698,E
NGC 5228,203.646150,34.777840,CVN,GX,14.26,1.148,E-S0
NGC 5283,205.273800,67.672140,DRA,GX,14.28,1.202,S0
NGC 5296,206.577750,43.851350,CVN,GX,14.48,0.955,S0-a
NGC 5308,206.751750,60.973060,UMA,GX,12.24,4.365,S0
NGC 5347,208.324200,33.490820,CVN,GX,13.44,1.622,Sab
NGC 5355,208.439850,40.338690,CVN,GX,14.04,1.148,S0
NGC 5379,208.893000,59.742820,UMA,GX,14.05,2.042,S0
NGC 5390,208.916400,40.461700,CVN,GX,11.28,3.981,Sbc
NGC 5421,210.422400,33.826830,CVN,GX,14.47,1.175,Sc
NGC 5473,211.180050,54.892560,UMA,GX,12.37,1.995,E-S0
NGC 5475,211.301700,55.741850,UMA,GX,13.37,1.950,Sa
NGC 5485,211.797300,55.001630,UMA,GX,12.40,2.512,S0
NGC 5544,214.260600,36.571570,BOO,GX,13.89,1.023,S0-a
NGC 5557,214.607250,36.493560,BOO,GX,11.94,2.291,E
NGC 5582,215.179650,39.693590,BOO,GX,12.50,2.188,E
NGC 5598,215.617800,40.319790,BOO,GX,14.06,1.549,S0
NGC 5596,215.619750,37.122170,BOO,GX,14.44,1.047,S0
NGC 5676,218.195250,49.457860,BOO,GX,11.87,3.631,Sc
NGC 5687,218.718300,54.475760,BOO,GX,12.59,2.399,E-S0
NGC 5707,219.378300,51.561870,BOO,GX,13.31,2.399,Sab
NGC 5739,220.620150,41.842250,BOO,GX,13.26,1.738,S0-a
NGC 5820,224.665800,53.886050,BOO,GX,13.21,1.660,S0
NGC 5879,227.444850,57.000170,DRA,GX,12.12,3.802,Sbc
NGC 5907,228.973200,56.329150,DRA,GX,11.07,11.220,SABc
NGC 5908,229.180050,55.409510,DRA,GX,12.80,3.388,SBb
NGC 5929,231.525600,41.670680,BOO,GX,14.07,0.912,Sa
NGC 5965,233.509500,56.685760,DRA,GX,12.69,5.129,SABb
NGC 5987,234.989100,58.079530,DRA,GX,12.72,3.802,Sb
NGC 6128,244.798050,57.984130,DRA,GX,13.00,1.380,E
NGC 6140,245.240700,65.390090,DRA,GX,12.25,2.089,Sc
NGC 6137,245.763150,37.922320,CRB,GX,13.43,1.778,E
NGC 6158,246.920400,39.383020,HER,GX,14.68,1.230,E
NGC 6166C,247.097250,39.570240,HER,GX,15.23,0.741,E
NGC 6166A,247.129200,39.521060,HER,GX,15.60,0.575,E
NGC 6166,247.159650,39.551330,HER,GX,12.91,2.138,E
NGC 6173,247.437150,40.811580,HER,GX,13.15,2.042,E
NGC 6258,253.124250,60.514560,DRA,GX,14.48,0.871,E
NGC 6338,258.845700,57.411200,DRA,GX,13.48,1.738,S0
NGC 6339,259.276800,40.845010,HER,GX,13.81,1.862,Sc
NGC 6411,263.886750,60.813360,DRA,GX,12.81,1.778,E
NGC 6521,268.951800,62.612060,DRA,GX,13.97,1.549,E
NGC 6582,272.771400,49.909110,HER,GX,14.69,1.445,E
NGC 6690,278.709450,70.523870,DRA,GX,13.05,3.311,SABc
NGC 6701,280.801800,60.653360,DRA,GX,13.07,1.413,Sa
NGC 6702,281.739900,45.705780,LYR,GX,13.24,1.660,E
NGC 6703,281.828550,45.550560,LYR,GX,12.38,2.455,E-S0
NGC 6952,309.308700,66.105680,CEP,GX,11.96,3.162,SABb
NGC 7217,331.968150,31.359250,PEG,GX,11.03,4.571,Sab
NGC 7457,345.249750,30.144890,PEG,GX,11.87,3.981,E-S0
NGC 6331,255.899100,78.629030,UMI,GX,15.20,nan,E
NGC 6166B,247.163100,39.552770,HER,GX,14.63,1.549,E
NGC 5109,200.218050,57.644810,UMA,GX,13.51,1.585,Sc
NGC 5805,224.298450,49.629030,BOO,GX,15.91,0.661,E
NGC 5992,236.089500,41.086380,BOO,GX,14.53,0.692,SBb
NGC 2387,112.241400,36.879870,AUR,GX,15.71,0.479,Sbc
NGC 2493,120.098550,39.830400,LYN,GX,13.09,1.862,S0
NGC 2518,121.834350,51.131600,LYN,GX,14.13,1.288,E-S0
NGC 2534,123.225600,55.672050,LYN,GX,13.74,1.413,E
NGC 2549,124.743150,57.803060,LYN,GX,12.11,3.631,S0
NGC 2605,128.767650,52.831540,UMA,GX,15.45,0.661,S0-a
NGC 2606,128.893500,52.788940,UMA,GX,14.90,0.871,Sb
NGC 2680,132.887250,30.865350,CNC,GX,14.01,1.862,S0
NGC 2686A,133.745550,49.142360,UMA,GX,15.64,0.871,E
NGC 2686B,133.752600,49.142440,UMA,GX,16.80,0.479,E
NGC 2687B,133.775100,49.156150,UMA,GX,15.61,0.692,E-S0
NGC 2688,133.798350,49.122650,UMA,GX,16.48,0.468,Sb
NGC 2704,134.198700,39.382150,LYN,GX,14.34,1.047,Sab
NGC 2719,135.065550,35.727530,LYN,GX,14.04,1.175,IB
NGC 2739,136.511850,51.744720,UMA,GX,15.53,0.871,Sa
NGC 2755,136.992900,41.708950,LYN,GX,14.35,1.148,Sbc
NGC 2762,137.477250,50.418280,UMA,GX,15.89,0.513,S0
NGC 2770,137.390400,33.123500,LYN,GX,12.76,3.467,Sc
NGC 2767,137.549550,50.401350,UMA,GX,14.50,0.724,E-S0
NGC 2780,138.184950,34.925540,LYN,GX,14.32,1.047,Sb
NGC 2827,139.829250,33.880790,LYN,GX,15.45,1.023,Sab
NGC 2823,139.822800,34.008180,LYN,GX,15.37,1.023,Sa
NGC 2829,139.876200,33.648410,LYN,GX,16.72,0.479,E
NGC 2828,139.895100,33.888070,LYN,GX,15.64,0.724,S0
NGC 2833,139.991100,33.927440,LYN,GX,15.20,1.148,Sa
NGC 2834,140.010450,33.710460,LYN,GX,15.36,0.832,E
NGC 2839,140.151300,33.650660,LYN,GX,14.73,1.230,E
NGC 2838,140.179350,39.315770,LYN,GX,14.38,1.288,E
NGC 2880,142.394100,62.490620,UMA,GX,12.53,2.344,E-S0
NGC 2895,143.104500,57.482920,UMA,GX,14.55,0.912,Sbc
NGC 2959,146.287350,68.594540,UMA,GX,13.66,1.380,Sab
NGC 3006,147.322200,44.025810,UMA,GX,15.63,0.832,Sbc
NGC 3005,147.312150,44.131190,UMA,GX,15.34,1.148,SABc
NGC 3013,147.538950,33.569290,LMI,GX,15.57,0.813,Sab
NGC 3010,147.644100,44.323440,UMA,GX,14.87,0.389,S0
NGC 3071,149.720850,31.620300,LEO,GX,15.43,0.661,S0
NGC 3116,151.687800,31.097750,LMI,GX,15.30,0.708,E
NGC 3135,152.726550,45.950380,UMA,GX,14.46,1.000,Sbc
NGC 3150,153.359700,38.657630,LMI,GX,15.28,1.023,Sb
NGC 3151,153.371250,38.619830,LMI,GX,14.93,0.933,S0
NGC 3160,153.479550,38.842970,LMI,GX,15.01,1.259,Sab
NGC 3159,153.470100,38.654540,LMI,GX,14.57,0.955,E
NGC 3161,153.496650,38.657230,LMI,GX,15.17,0.457,E
NGC 3164,153.797550,56.672100,UMA,GX,14.74,0.794,Sb
NGC 3188A,154.909500,57.418560,UMA,GX,16.98,0.447,SBc
NGC 3205,155.208150,42.972090,UMA,GX,14.27,1.318,Sa
NGC 3207,155.252250,42.985280,UMA,GX,14.39,1.230,S0
NGC 3206,155.448300,56.930410,UMA,GX,13.42,2.291,SBc
NGC 3219,155.655900,38.579140,LMI,GX,15.24,1.072,E-S0
NGC 3236,156.702150,61.272970,UMA,GX,15.12,0.955,E
NGC 3259,158.145300,65.041090,UMA,GX,13.17,1.698,SABb
NGC 3266,158.323350,64.749370,UMA,GX,13.46,1.380,S0
NGC 3298,159.301050,50.120610,UMA,GX,14.82,1.096,E
NGC 3350,161.095800,30.724800,LMI,GX,15.34,0.646,S0-a
NGC 3359,161.653500,63.224150,UMA,GX,11.07,4.074,Sc
NGC 3396,162.479550,32.990820,LMI,GX,12.55,3.090,Sm
NGC 3392,162.762450,65.781560,UMA,GX,14.54,0.891,E
NGC 3398,162.880950,55.390970,UMA,GX,14.49,0.851,SABb
NGC 3416,162.951300,43.764160,UMA,GX,15.66,0.589,Sc
NGC 3410,162.973800,51.006480,UMA,GX,15.07,0.871,SABb
NGC 3406,162.931800,51.022170,UMA,GX,14.08,1.445,E
NGC 3424,162.943350,32.900310,LMI,GX,13.13,2.512,SBb
NGC 3530,167.168250,57.230190,UMA,GX,14.29,0.813,S0-a
NGC 3542,167.481000,36.946550,UMA,GX,14.89,0.813,SBbc
NGC 3569,168.033750,35.452030,UMA,GX,14.43,1.148,S0
NGC 3545B,167.555250,36.966600,UMA,GX,15.17,0.447,E
NGC 3543,167.735100,61.346800,UMA,GX,14.80,1.202,Sbc
NGC 3595,168.856500,47.447100,UMA,GX,12.92,1.514,S0
NGC 3614,169.588950,45.748220,UMA,GX,13.01,2.512,SABc
NGC 3671,171.468900,60.479590,UMA,GX,15.61,0.813,E-S0
NGC 3694,172.225500,35.413950,UMA,GX,13.62,1.000,E
NGC 3695,172.321200,35.575690,UMA,GX,14.85,0.977,SBbc
NGC 3725,173.418900,61.888000,UMA,GX,13.79,1.549,SBc
NGC 3737A,173.881200,54.931110,UMA,GX,15.55,0.676,SBa
NGC 3762,174.349200,61.759390,UMA,GX,13.25,1.820,SBa
NGC 3795,175.028100,58.613150,UMA,GX,14.01,2.089,Sbc
NGC 3809,175.317000,59.885830,UMA,GX,13.53,1.230,S0
NGC 3824,175.686900,52.779550,UMA,GX,14.45,1.230,SBa
NGC 3829,175.863750,52.711140,UMA,GX,14.93,1.047,Sb
NGC 3856,176.058150,33.514480,UMA,GX,14.35,1.514,E
NGC 3889,176.950500,56.018330,UMA,GX,15.62,0.724,E-S0
NGC 3871,176.542350,33.108700,UMA,GX,15.25,0.933,Sb
NGC 3880,176.592600,33.161740,UMA,GX,14.69,0.933,E
NGC 3878,176.574000,33.204490,UMA,GX,14.04,0.603,E
NGC 3881,176.643300,33.106410,UMA,GX,14.94,1.202,E-S0
NGC 3835A,176.844900,60.300430,UMA,GX,14.00,1.096,E?
NGC 3891,177.013950,30.359340,UMA,GX,13.45,1.698,Sbc
NGC 3935,178.100400,32.403840,UMA,GX,13.94,1.023,Sab
NGC 3932,178.121850,48.458910,UMA,GX,15.01,0.977,SBb
NGC 3950,178.422600,47.884650,UMA,GX,16.35,0.398,E
NGC 4001,179.528250,47.334790,UMA,GX,15.92,0.589,Sbc
NGC 4031,180.130500,31.947570,UMA,GX,15.07,0.676,Sb
NGC 4047,180.711150,48.636220,UMA,GX,12.89,1.549,Sb
NGC 4054,180.801900,57.893440,UMA,GX,15.64,0.646,Sbc
NGC 4081,181.139850,64.437440,UMA,GX,13.52,1.413,Sa
NGC 4097,181.510500,36.863660,UMA,GX,14.50,1.202,S0
NGC 4108A,181.456950,67.252060,DRA,GX,14.63,1.288,Sbc
NGC 4122,181.785300,32.995910,COM,GX,15.04,0.813,SBa
NGC 4109,181.713000,42.995650,CVN,GX,15.00,0.708,Sa
NGC 4117,181.942050,43.126330,CVN,GX,14.04,1.585,S0
NGC 4118,181.970250,43.111060,CVN,GX,15.87,0.692,S0-a
NGC 4141,182.447100,58.849200,UMA,GX,14.78,1.175,Sc
NGC 4148,182.533200,35.877580,CVN,GX,14.37,1.622,S0-a
NGC 4150,182.640300,30.401580,COM,GX,12.49,1.995,S0
NGC 4149,182.637000,58.304080,UMA,GX,13.97,1.380,SABb
NGC 4161,182.889450,57.737490,UMA,GX,13.90,1.047,Sbc
NGC 4172,183.062100,56.177530,UMA,GX,14.23,1.230,Sab
NGC 4187B,183.370200,50.756980,CVN,GX,15.43,0.457,E
NGC 4199,183.702600,59.906200,UMA,GX,15.25,1.023,E?
NGC 4218,183.943350,48.131000,CVN,GX,13.65,0.955,SABa
NGC 4221,183.999450,66.230840,DRA,GX,13.22,1.862,S0-a
NGC 4226,184.109550,47.025390,CVN,GX,14.40,1.122,SBa
NGC 4229,184.161600,33.560900,CVN,GX,14.36,1.230,S0
NGC 4272,184.948500,30.339110,COM,GX,14.15,1.023,E
NGC 4288A,185.169000,46.255460,CVN,GX,15.71,0.724,S0-a
NGC 4308,185.486850,30.074320,COM,GX,14.12,0.933,E
NGC 4362,186.047100,58.360660,UMA,GX,14.94,1.288,S0-a
NGC 4392,186.329100,45.847440,CVN,GX,14.29,1.585,S0
NGC 4414,186.612750,31.223410,COM,GX,10.99,1.950,Sc
NGC 4511,188.033850,56.471180,UMA,GX,14.61,0.912,Sb
NGC 4542,188.703750,50.805150,CVN,GX,15.09,1.349,S0-a
NGC 4549,188.838600,58.949670,UMA,GX,16.12,0.603,SABb
NGC 4566,189.000450,54.220960,UMA,GX,13.98,1.072,SBb
NGC 4583,189.518850,33.458800,CVN,GX,14.34,1.514,S0
NGC 4617,190.274550,50.393420,CVN,GX,14.10,2.818,SABb
NGC 4619,190.435650,35.062660,CVN,GX,13.61,1.380,Sb
NGC 4655,190.902150,41.018500,CVN,GX,14.84,0.851,E
NGC 4676A,191.542050,30.732020,COM,GX,14.53,2.138,S0-a
NGC 4695,191.883750,54.374870,UMA,GX,13.98,1.122,SABb
NGC 4737,192.720600,34.156840,CVN,GX,14.78,1.349,S0-a
NGC 4801,193.657350,53.090040,UMA,GX,15.13,1.349,E-S0
NGC 4837,194.201250,48.296880,CVN,GX,14.54,1.318,I
NGC 4834,194.105400,52.295890,CVN,GX,15.09,1.072,Sa
NGC 4846,194.448600,36.370690,CVN,GX,14.54,1.202,SBbc
NGC 4870,194.824050,37.048380,CVN,GX,15.54,0.912,Sbc
NGC 4893,194.998350,37.193340,CVN,GX,15.26,1.096,E
NGC 4901,194.985000,47.205540,CVN,GX,15.11,1.148,E
NGC 4938,195.739950,51.318570,CVN,GX,15.05,0.871,SBb
NGC 4956,196.254000,35.178150,CVN,GX,13.27,1.549,S0
NGC 4973,196.384050,53.685180,UMA,GX,14.63,0.955,E
NGC 4959,196.421100,33.178900,CVN,GX,15.29,0.741,S0-a
NGC 4963,196.466550,41.721920,CVN,GX,14.21,0.851,Sa
NGC 4987,196.996050,51.929290,CVN,GX,14.35,1.230,E
NGC 4998,197.042250,50.663740,CVN,GX,14.92,1.023,Sc
NGC 5003,197.157900,43.737550,CVN,GX,14.96,1.023,Sa
NGC 5007,197.310000,62.175030,UMA,GX,14.19,0.933,E-S0
NGC 5021,198.026100,46.196110,CVN,GX,14.20,1.479,SBb
NGC 5040,198.386100,51.258340,CVN,GX,14.75,1.023,Sab
NGC 5089,199.914000,30.256400,COM,GX,14.43,0.955,Sb
NGC 5098,200.061300,33.143480,CVN,GX,14.70,1.096,E
NGC 5098,200.073900,33.145000,CVN,GX,15.23,0.794,E
NGC 5096,200.036250,33.088030,CVN,GX,15.19,0.871,E-S0
NGC 5103,200.125200,43.083940,CVN,GX,13.43,1.585,S0
NGC 5113,200.349750,57.694550,UMA,GX,15.30,1.148,I
NGC 5143,201.255300,36.437210,CVN,GX,16.04,0.525,SBd
NGC 5145,201.307950,43.267260,CVN,GX,13.57,1.950,S0-a
NGC 5149,201.538200,35.934510,CVN,GX,13.77,1.622,SBbc
NGC 5163,201.726150,52.753540,UMA,GX,14.71,1.122,E
NGC 5173,202.105350,46.591610,CVN,GX,13.39,1.096,E
NGC 5187,202.450800,31.130110,CVN,GX,14.71,0.813,Sb
NGC 5199,202.678200,34.830660,CVN,GX,14.71,1.259,S0
NGC 5225,203.334000,51.490360,CVN,GX,14.36,0.724,E
NGC 5250,204.030600,51.235830,UMA,GX,13.83,0.933,S0
NGC 5255,204.325500,57.108970,UMA,GX,15.07,1.413,Sa
NGC 5256,204.574050,48.278080,UMA,GX,14.02,1.479,Sab
NGC 5259,204.852900,30.990770,CVN,GX,15.14,0.871,E
NGC 5265,205.038000,36.861140,CVN,GX,14.61,0.955,SBc
NGC 5279,205.432350,55.673870,UMA,GX,14.58,0.617,SBa
NGC 5289,206.286150,41.503300,CVN,GX,13.94,2.344,SABa
NGC 5294,206.325600,55.290810,UMA,GX,15.17,1.259,I
NGC 5303,206.937450,38.304580,CVN,GX,12.86,0.871,Sb
NGC 5312,207.460800,33.621700,CVN,GX,14.64,1.096,S0-a
NGC 5325,207.725850,38.274780,CVN,GX,15.15,0.851,Sc
NGC 5318,207.650100,33.704830,CVN,GX,13.58,1.514,S0
NGC 5321,207.682050,33.632630,CVN,GX,14.93,0.891,S0-a
NGC 5337,208.095900,39.687250,CVN,GX,13.45,1.660,SBab
NGC 5341,208.133100,37.817400,CVN,GX,14.29,1.072,SBm
NGC 5391,209.269650,46.264210,CVN,GX,16.20,0.776,Sbc
NGC 5395,209.658150,37.424500,CVN,GX,12.28,2.512,SABb
NGC 5399,209.880900,34.773520,CVN,GX,14.47,1.148,Sbc
NGC 5401,209.931000,36.238150,CVN,GX,14.39,1.445,SABa
NGC 5410,210.227550,40.988570,CVN,GX,14.31,1.148,Sc
NGC 5425,210.198600,48.443870,UMA,GX,14.30,1.585,Sc
NGC 5407,210.208800,39.156180,CVN,GX,14.30,1.380,E
NGC 5439,210.490350,46.311880,CVN,GX,14.50,1.259,Sa
NGC 5443,210.549150,55.814080,UMA,GX,13.26,1.698,Sb
NGC 5441,210.799950,34.684530,CVN,GX,15.61,0.447,Sbc
NGC 5479,211.489050,65.690750,UMI,GX,14.96,0.933,E
NGC 5480,211.589850,50.725100,UMA,GX,12.85,1.660,Sc
NGC 5481,211.671900,50.723290,BOO,GX,13.31,1.778,E
NGC 5503,212.391450,60.409560,UMA,GX,16.17,0.631,S0
NGC 5499,212.698500,35.913480,BOO,GX,14.25,1.122,S0-a
NGC 5527,213.613350,36.404490,BOO,GX,14.82,0.933,Sb
NGC 5540,213.726750,60.011110,UMA,GX,14.70,1.096,E
NGC 5541,214.132500,39.589030,BOO,GX,13.78,0.912,Sc
NGC 5568,214.838850,35.092190,BOO,GX,15.36,0.741,Sc
NGC 5567,214.823400,35.138000,BOO,GX,14.53,1.047,E-S0
NGC 5590,215.410050,35.204900,BOO,GX,13.57,1.549,S0
NGC 5601,215.722050,40.309550,BOO,GX,15.43,0.832,Sa
NGC 5625,216.759750,39.957240,BOO,GX,14.90,1.000,Sc
NGC 5653,217.543500,31.215460,BOO,GX,12.90,1.585,Sb
NGC 5654,217.505550,36.360950,BOO,GX,14.13,1.259,S0-a
NGC 5708,219.567750,40.456720,BOO,GX,13.83,1.549,Scd
NGC 5721,219.720600,46.674460,BOO,GX,15.64,0.355,E
NGC 5706,219.676500,30.465900,BOO,GX,15.66,0.603,E
NGC 5717,219.657000,46.663120,BOO,GX,15.21,1.023,S0-a
NGC 5723,219.741300,46.689570,BOO,GX,16.59,0.646,E
NGC 5722,219.726600,46.665600,BOO,GX,15.46,0.724,E-S0
NGC 5731,220.038450,42.779540,BOO,GX,14.14,1.514,Sc
NGC 5727,220.108950,33.988990,BOO,GX,14.71,0.776,SABd
NGC 5751,220.954950,53.400680,BOO,GX,13.86,1.288,SBc
NGC 5753,221.328600,38.805860,BOO,GX,15.99,0.537,Sab
NGC 5755,221.352300,38.779780,BOO,GX,15.25,0.457,SBcd
NGC 5754,221.331900,38.731190,BOO,GX,13.96,1.288,SBb
NGC 5767,222.393450,47.376190,BOO,GX,14.73,0.955,Sab
NGC 5788,223.320750,52.044210,BOO,GX,15.60,0.741,SBab
NGC 5794,223.973400,49.726080,BOO,GX,14.31,1.072,S0-a
NGC 5828,225.192150,49.993690,BOO,GX,14.62,0.832,SBc
NGC 5853,226.471950,39.522210,BOO,GX,14.60,1.096,SBbc
NGC 5862,226.513800,55.573990,DRA,GX,15.53,0.776,E
NGC 5860,226.639950,42.640460,BOO,GX,14.31,1.072,E
NGC 5888,228.280800,41.264660,BOO,GX,14.18,1.318,Sbc
NGC 5886,228.189300,41.233590,BOO,GX,14.87,0.871,E-S0
NGC 5895,228.458250,42.008030,BOO,GX,15.20,0.871,Sc
NGC 5896,228.461100,42.024280,BOO,GX,15.92,0.288,Sc
NGC 5914B,229.688700,41.890810,BOO,GX,15.83,0.501,Sbc
NGC 5924,230.508300,31.233060,CRB,GX,15.52,0.646,SBa
NGC 5932,231.700800,48.614960,BOO,GX,14.82,1.096,E
NGC 5933,231.756450,48.613320,BOO,GX,15.62,0.813,E
NGC 5949,232.002750,64.763150,DRA,GX,12.87,1.862,Sbc
NGC 5935,232.069650,42.944140,BOO,GX,14.95,0.851,SBa
NGC 5943,232.433700,42.777960,BOO,GX,14.37,1.230,S0
NGC 5947,232.652400,42.717160,BOO,GX,14.59,1.175,SBbc
NGC 5969,233.712600,56.451100,DRA,GX,15.21,0.794,E
NGC 5976,234.199950,59.397800,DRA,GX,15.80,0.977,S0
NGC 6015,237.855300,62.310040,DRA,GX,11.61,5.754,Sc
NGC 6069,241.923600,38.930810,CRB,GX,15.06,1.096,E
NGC 6088,242.677200,57.466630,DRA,GX,14.21,1.072,E?
NGC 6088,242.684700,57.462110,DRA,GX,14.10,0.776,E-S0
NGC 6095,242.795700,61.267940,DRA,GX,13.66,1.905,E-S0
NGC 6089,243.167250,33.034940,CRB,GX,14.80,0.851,S0
NGC 6097,243.609000,35.109180,CRB,GX,14.72,1.122,S0-a
NGC 6104,244.127850,35.708100,CRB,GX,14.25,0.871,SBb
NGC 6103,243.936000,31.963930,CRB,GX,14.47,0.724,Sc
NGC 6105,244.288800,34.878850,CRB,GX,15.45,0.708,SBa
NGC 6108,244.356750,35.135720,CRB,GX,15.03,0.955,SBab
NGC 6110,244.433250,35.087020,CRB,GX,15.55,0.692,Sa
NGC 6112,244.502400,35.110300,CRB,GX,14.87,0.776,E
NGC 6119,244.924800,37.806310,CRB,GX,15.52,0.603,Sc
NGC 6130,244.889250,57.614980,DRA,GX,14.22,1.230,Sbc
NGC 6120,244.950300,37.774480,CRB,GX,14.31,0.479,Sb
NGC 6117,244.825650,37.095230,CRB,GX,14.62,1.047,Sc
NGC 6122,245.039700,37.798240,CRB,GX,15.49,1.096,Sb
NGC 6136,245.247450,55.970450,DRA,GX,15.39,0.912,Sc
NGC 6143,245.426250,55.086060,DRA,GX,14.31,1.096,SABb
NGC 6126,245.366400,36.376620,CRB,GX,14.61,0.933,E-S0
NGC 6147,246.257400,40.921010,HER,GX,16.95,0.380,Sc
NGC 6145,246.259950,40.946660,HER,GX,14.87,0.977,Sb
NGC 6154,246.377100,49.840250,HER,GX,13.98,1.413,Sa
NGC 6150,246.458250,40.488700,HER,GX,14.40,1.622,E
NGC 6157,246.451500,55.360520,DRA,GX,15.35,0.891,E
NGC 6163,247.116300,32.846330,HER,GX,15.26,0.891,S0
NGC 6161,247.085850,32.810310,HER,GX,15.63,0.724,S?
NGC 6162,247.093200,32.849340,HER,GX,14.64,1.096,S0
NGC 6182,247.391700,55.517720,DRA,GX,14.54,1.514,Sa
NGC 6174,247.448700,40.872040,HER,GX,15.66,0.724,S0
NGC 6175,247.489950,40.630420,HER,GX,14.74,1.445,Sbc
NGC 6180,247.641300,40.539370,HER,GX,14.72,1.096,E
NGC 6179,247.696050,35.102170,HER,GX,16.09,0.363,S0-a
NGC 6184,247.894050,40.565300,HER,GX,14.88,0.933,SABb
NGC 6194,249.154950,36.200480,HER,GX,14.47,0.891,E
NGC 6199,249.499650,35.995510,HER,GX,15.22,0.741,SBab
NGC 6212,250.846500,39.806460,HER,GX,14.86,0.912,E
NGC 6241,252.545550,45.420630,HER,GX,15.65,0.525,Sbc
NGC 6260,252.960900,63.714570,DRA,GX,14.66,0.933,Sbc
NGC 6275,253.888950,63.242170,DRA,GX,15.36,0.759,SBd
NGC 6257,254.014500,39.645570,HER,GX,15.74,0.871,SBc
NGC 6279,254.756100,47.237150,HER,GX,14.80,1.047,S0
